"event","twitter_id","created_at","text","description"
"UEFA Champions League Final","736658840318513152","2016-05-28 20:42:00","FT: Real Madrid 1-1 Atletico Madrid  Yannick Carrasco's goal sends the #UCLfinal to extra time! https://t.co/mMge8UIAXQ","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736669195694280704","2016-05-28 21:23:00","FT (a.e.t): Real Madrid 1, Atletico Madrid 1. The 2nd all-Madrid #UCLfinal in 3 years will be decided by PKs. Watch it unfold on @FOXTV!","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736658774849650688","2016-05-28 20:41:00","END of Regulation!   Real Madrid 1-1 Atletico de Madrid!  We are headed to Extra Time in Milan!  #UCLFinal https://t.co/O7Rqecocq4","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736632090335322112","2016-05-28 18:55:00","WHAT A SAVE! Jan Oblak with a world class point blank save from Benzema. #UCLFinal  🏆⚽️🇪🇸","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736634305300942848","2016-05-28 19:04:00","GOAL! Sergio Ramos gives Real Madrid the 1-0 lead! #UCLfinal","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736668848603140097","2016-05-28 21:21:00","Even Clattenberg is shaking his head for Pepe. #UCLFinal","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736647117469560832","2016-05-28 19:55:00","Griezman missed another penalty 😑. #uclfinal","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736627539913904129","2016-05-28 18:37:00","Looking forward to Alicia Keys performing ‘Will Grigg Is On Fireeeeee’…#uclfinal","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736652821999853568","2016-05-28 20:18:00","70 - Benzema with a shot on goal but a HUGE save from Oblak. #uclfinal","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736630389452722182","2016-05-28 18:49:00","Clattenberg, Marriner and Anthony bloody Taylor all officiating the champions league final.. my oh my I can't wait for the scandal #UCLFINAL","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736642400869879810","2016-05-28 19:36:00","HALF TIME | Sergio Ramos with the only goal in the first half...  Real Madrid 1 - 0 Atletico Madrid  #UCLFinal","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736628071189651456","2016-05-28 18:39:00","Might I ask why Alicia Keys is singing about New York in Milan before the #UCLfinal between the two teams from Madrid?","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736629557239939072","2016-05-28 18:45:00","#uclfinal  Should have got Andrea Bocelli to do the pre match and not Alicia Keys!","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736648746675503104","2016-05-28 20:02:00","54' Dang what a miss 😢😢😢😢 Keep pushing lads Real Madrid 1-0 Atletico Madrid #UCL #UCLfinal","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736664074872717312","2016-05-28 21:02:00","Bale needs treatment for cramps. End of first half in extra time.  Real Madrid 1-1 Atlético Madrid | https://t.co/yrdjEI69Rd #uclfinal","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736678406570541056","2016-05-28 21:59:00","Congratulations @realmadrid for winning the Champions League title in Milan #UCLfinal","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736679967841525761","2016-05-28 22:06:00","🎉 🏆CHAMPIONS OF EUROPE! 🏆 🎉 Congratulations @realmadrid! #UCLfinal https://t.co/XkjKSjpPer","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736672816104345600","2016-05-28 21:37:00","Congratulations @realmadrid: winners of the 2016 #UCLfinal! https://t.co/Z70KvVQlPR","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736573077337702400","2016-05-28 15:01:00","Can Ronaldo stop Diego Simeone's army? #UCLfinal https://t.co/DLtfg6b9pe","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736673875614961670","2016-05-28 21:41:00","A familiar name is going on the #UCL trophy... #UCLfinal https://t.co/S5tNIWq7MP","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736683324563980289","2016-05-28 22:19:00","How many #UCLfinal wins do you have now, @Cristiano? https://t.co/D9Je13noYI","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736674218897772545","2016-05-28 21:43:00","Cristiano Ronaldo scores the deciding penalty goal to give Real Madrid the UCL title. #UCLFinal https://t.co/BRQU1w8INQ","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736675576552009728","2016-05-28 21:48:00","Zinédine Zidane becomes the 8th coach in history to win the competition in his debut campaign! #UCLfinal https://t.co/R1Or63wrt9","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736676613367140354","2016-05-28 21:52:00","🏆 number 11 for @realmadrid! 👏 #UCLfinal https://t.co/tc0CPZpXFo","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736682341045809153","2016-05-28 22:15:00","🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆 @realmadrid fans: here are your heroes! #UCLfinal https://t.co/LRJ0peWBUP","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736451591620964352","2016-05-28 06:58:00","It is here. #UCLfinal day. @Cristiano Ronaldo & @AntoGriezmann ready to shine on the biggest stage. Who takes the 🏆? https://t.co/9DCOoExoXb","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736621895458693120","2016-05-28 18:15:00","Let's do this! 😘 💜 🎤 #UCLFinal https://t.co/Y7LmKWkoyX","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736658835318951936","2016-05-28 20:42:00","Yannick Carrasco celebrates his second #UCL goal in style with his partner! 😍 #UCLfinal https://t.co/he4hhSFwFR","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736681714953662464","2016-05-28 22:13:00",".@Cristiano Ronaldo soaks it up... #UCLfinal https://t.co/EEDRO21F3j","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736655307963813888","2016-05-28 20:28:00","The crowd was 🙌🏽 💯 🔥 tonight at the #UCLFinal!! Grazie, Milano!! Alla prossima! https://t.co/ozT58i9vsO","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736687496843530241","2016-05-28 22:36:00","A case of deja vu for the #UCL trophy engraver! 😀 #UCLfinal https://t.co/pyXGEbj4OM","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736673281684606981","2016-05-28 21:39:00",".@Cristiano Ronaldo nets the winning PK to help Real seal a 2nd #UCL title in 3 years. @HeinekenSoccer #UCLfinal https://t.co/l4IL1lGZHy","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736674412636868609","2016-05-28 21:44:00","Tension... #UCLfinal https://t.co/o5knvNlNjJ","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736642625579679744","2016-05-28 19:37:00","HALF-TIME! Sergio Ramos' 15th-minute goal has put the 10-time champions in charge at the break. #UCLfinal https://t.co/12bgyrzkvo","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736656300667441152","2016-05-28 20:32:00",".@usainbolt would be proud, @Simeone! #UCLfinal https://t.co/uY9Oy5xzaB","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736673030106189824","2016-05-28 21:38:00","Congratulations to @realmadrid, on winning the #UCLfinal 2015/16, hosted by our beautiful city, #Milano!","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736612288187240448","2016-05-28 17:37:00","💙 The feelings might be different at full time... 😉 Atlético or Real Madrid? #UCLfinal https://t.co/Bj4yvQd2j5","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736631684431552512","2016-05-28 18:54:00","🔥 Simeone?  or Zidane ❄️? #UCLfinal https://t.co/jjzm5JBnpy","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736685672233357317","2016-05-28 22:28:00","Is it real or chocolate, @GarethBale11? 😉 #UCLfinal https://t.co/UiMrvi0Fku","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736623100763111428","2016-05-28 18:20:00","Jaime Lannister has made the trip from Westeros to Milan.  #UCLfinal https://t.co/wwWrHfZS9R","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736655149691744257","2016-05-28 20:27:00","GOAL! Real Madrid 1-1 Atletico Madrid (Carrasco) More here: https://t.co/tlvDPJenVt #UCLFinal","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736672155446845440","2016-05-28 21:35:00","GOAL! @Cristiano Ronaldo fires home and Real Madrid win the Champions League! #UCLfinal","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736668891011817472","2016-05-28 21:22:00","Mark Clattenburg was just looking at Pepe like   ""Really, You fucking idiot"" 😂😂 #UCLfinal","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736634431780311040","2016-05-28 19:05:00","Sergio Ramos slots the first goal of the night in for Real Madrid after a fumble in the box #uclfinal","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
"UEFA Champions League Final","736672041781350400","2016-05-28 21:34:00","Cristiano Ronaldo...  GOAL!   Real Madrid win the Champions League 5-3 on penalties. Had to be him!  #UCLFinal","The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016,[5] between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final."
